emp_no,first_name,last_name,title,from_date,to_date
11024,Manton,Collavizza,Staff,4/5/1995,5/18/2001
11027,Remzi,Cappello,Assistant Engineer,5/7/1986,5/7/1991
11027,Remzi,Cappello,Engineer,5/7/1991,5/6/1996
11027,Remzi,Cappello,Senior Engineer,5/6/1996,1/1/9999
11028,Miyeon,Krider,Engineer,6/18/1986,6/18/1991
11028,Miyeon,Krider,Senior Engineer,6/18/1991,9/4/1997
11031,Ottavia,Walstra,Senior Staff,10/24/1993,1/1/9999
11031,Ottavia,Walstra,Staff,10/24/1985,10/24/1993
11032,Erez,Schaaf,Staff,6/6/1994,1/1/9999
11037,Lansing,Maliniak,Engineer,1/28/1988,1/28/1995
11037,Lansing,Maliniak,Senior Engineer,1/28/1995,1/1/9999
11038,Jinya,Beidas,Senior Staff,7/15/1992,1/1/9999
11038,Jinya,Beidas,Staff,7/15/1985,7/15/1992
11042,Gou,Breugel,Engineer,6/21/1993,6/21/2000
11042,Gou,Breugel,Senior Engineer,6/21/2000,1/1/9999
11048,Jaques,Demke,Senior Staff,5/27/1999,1/1/9999
11050,Elvis,Katiyar,Senior Staff,5/6/1991,1/1/9999
11050,Elvis,Katiyar,Staff,5/6/1986,5/6/1991
11051,Przemyslawa,Erol,Engineer,3/27/1991,3/26/2000
11051,Przemyslawa,Erol,Senior Engineer,3/26/2000,1/1/9999
11056,Palash,Speel,Staff,7/1/1997,1/1/9999
11060,Genevieve,Pokrovskii,Staff,5/3/1991,9/27/1991
11061,Pintsang,Erni,Senior Staff,2/19/2002,1/1/9999
11061,Pintsang,Erni,Staff,2/19/1993,2/19/2002
11064,Shawna,Vieri,Assistant Engineer,2/28/1990,2/28/1996
11064,Shawna,Vieri,Engineer,2/28/1996,2/27/2002
11064,Shawna,Vieri,Senior Engineer,2/27/2002,1/1/9999
11066,Shaz,Langford,Senior Staff,4/30/1996,1/1/9999
11070,Adib,Raney,Engineer,7/24/1985,7/24/1991
11070,Adib,Raney,Senior Engineer,7/24/1991,1/1/9999
11071,Kwan,Sigstam,Engineer,5/23/1992,5/23/2001
11071,Kwan,Sigstam,Senior Engineer,5/23/2001,1/1/9999
11075,Karsten,Belinskaya,Senior Engineer,5/6/1998,1/1/9999
11077,Hideyuki,Merro,Senior Staff,4/30/1998,10/11/1998
11079,Piyush,Garigliano,Engineer,5/26/1994,5/26/2001
11079,Piyush,Garigliano,Senior Engineer,5/26/2001,1/1/9999
11081,Barry,Boyle,Senior Staff,6/17/1994,1/1/9999
11081,Barry,Boyle,Staff,6/17/1985,6/17/1994
11083,Shimshon,Ducloy,Senior Staff,10/4/2000,1/1/9999
11083,Shimshon,Ducloy,Staff,10/4/1992,10/4/2000
11084,Greger,Senzako,Engineer,5/31/1990,5/31/1999
11084,Greger,Senzako,Senior Engineer,5/31/1999,1/1/9999
11085,Hailing,Thummel,Senior Engineer,2/10/1996,1/1/9999
11087,Changho,Jayawardene,Senior Engineer,3/18/1998,1/1/9999
11089,Conal,Henders,Senior Staff,8/13/1994,1/1/9999
11091,Souichi,Ramsay,Engineer,9/11/1999,1/1/9999
11092,Narain,Stamatiou,Staff,4/5/1999,1/1/9999
11098,Arnd,Covnot,Engineer,1/8/1997,1/1/9999
11100,Berna,Cochrane,Senior Staff,10/13/1993,1/1/9999
11100,Berna,Cochrane,Staff,10/13/1986,10/13/1993
11106,Aris,Iwayama,Assistant Engineer,8/31/1985,8/31/1991
11106,Aris,Iwayama,Engineer,8/31/1991,8/30/1997
11106,Aris,Iwayama,Senior Engineer,8/30/1997,1/1/9999
11110,Valeska,Birjandi,Staff,11/14/1987,3/30/1992
11111,Udi,Zastre,Assistant Engineer,12/25/1994,1/1/9999
11112,Boaz,Mukaidono,Staff,4/28/1995,1/1/9999
11113,Shahab,Peng,Senior Staff,11/30/1991,1/1/9999
11113,Shahab,Peng,Staff,11/30/1985,11/30/1991
11114,Tse,Felcyn,Staff,2/13/1993,6/22/1999
11119,Ramzi,Luga,Engineer,6/21/1994,10/23/1995
11121,Vugranam,Kakkad,Engineer,10/31/1992,11/1/1999
11121,Vugranam,Kakkad,Senior Engineer,11/1/1999,1/1/9999
11130,Xinyu,Menhoudj,Senior Staff,2/17/1997,1/1/9999
11132,Kristin,Harnett,Engineer,8/30/1994,8/30/1999
11132,Kristin,Harnett,Senior Engineer,8/30/1999,1/1/9999
11133,Nalini,Azulay,Technique Leader,3/6/1994,1/1/9999
11134,Sachar,Rajcani,Engineer,5/19/1993,5/19/2002
11134,Sachar,Rajcani,Senior Engineer,5/19/2002,1/1/9999
11137,Hugh,Luca,Engineer,3/16/1995,1/1/9999
11139,Bogdan,Homond,Senior Staff,5/11/1995,1/1/9999
11139,Bogdan,Homond,Staff,5/11/1990,5/11/1995
11143,Yongdong,Rosen,Engineer,5/9/1996,1/1/9999
11144,Carrsten,Heinisuo,Senior Staff,7/19/2002,1/1/9999
11144,Carrsten,Heinisuo,Staff,7/19/1996,7/19/2002
11145,Jinxi,Baak,Engineer,4/23/1999,5/24/1999
11146,Ishfaq,Masand,Senior Staff,8/21/1997,1/1/9999
11146,Ishfaq,Masand,Staff,8/22/1991,8/21/1997
11147,Ayonca,Nitsch,Engineer,12/4/1997,1/1/9999
11148,Zhanqiu,Botman,Senior Staff,2/8/1997,1/1/9999
11148,Zhanqiu,Botman,Staff,2/8/1990,2/8/1997
11156,Tomoyuki,Armand,Staff,9/7/1995,7/31/1998
11158,Masaki,Hagimont,Engineer,4/20/1996,4/20/2002
11158,Masaki,Hagimont,Senior Engineer,4/20/2002,1/1/9999
11162,Kauko,Narlikar,Engineer,3/28/1985,3/28/1990
11162,Kauko,Narlikar,Senior Engineer,3/28/1990,1/1/9999
11168,Shmuel,Tetzlaff,Senior Staff,7/15/2001,1/1/9999
11168,Shmuel,Tetzlaff,Staff,7/15/1996,7/15/2001
11170,Minghong,Cannard,Senior Engineer,6/20/1990,1/1/9999
11174,Akhilish,Milicia,Engineer,6/7/1999,1/1/9999
11177,Chrisa,dAstous,Senior Engineer,9/11/1999,1/1/9999
11180,Mitsuyuki,Bojadziev,Engineer,6/11/1986,6/10/1992
11180,Mitsuyuki,Bojadziev,Senior Engineer,6/10/1992,1/1/9999
11181,Hausi,Cullers,Engineer,11/3/1997,1/1/9999
11185,Aloys,Baezner,Senior Staff,1/26/2000,1/1/9999
11185,Aloys,Baezner,Staff,1/26/1995,1/26/2000
11186,Kshitij,Stasinski,Engineer,12/10/1994,12/9/2000
11186,Kshitij,Stasinski,Senior Engineer,12/9/2000,1/1/9999
11189,Dante,Bodoff,Senior Staff,9/7/1991,1/1/9999
11192,Apostol,Bahr,Engineer,4/7/1998,1/1/9999
11195,Masanao,Lovengreen,Senior Engineer,6/13/1991,5/16/1999
11197,Tadahiro,Fordan,Senior Staff,9/12/1989,1/1/9999
11201,Jouko,Masaki,Staff,10/31/1995,1/1/9999
11203,Sakthirel,Yetto,Senior Staff,1/6/1996,6/15/1996
11203,Sakthirel,Yetto,Staff,1/6/1988,1/6/1996
11204,Diederik,Covnot,Technique Leader,9/18/1985,1/1/9999
11206,Steen,Sury,Staff,5/7/1993,5/4/2000
11207,Saeed,Gips,Engineer,1/31/1999,1/1/9999
11208,Saniya,Valtorta,Technique Leader,11/17/1994,1/1/9999
11211,Yurij,Rissland,Senior Engineer,9/17/1985,1/1/9999
11213,Vugranam,Munoz,Technique Leader,2/4/1999,1/1/9999
11217,Kellie,Mawatari,Senior Engineer,3/11/1990,1/1/9999
11218,Kirk,Hemaspaandra,Technique Leader,4/6/1994,4/19/2002
11221,Alselm,Hammerschmidt,Engineer,8/22/1989,3/13/1995
11229,Gretta,Ramamoorthy,Engineer,7/26/1991,7/25/2000
11229,Gretta,Ramamoorthy,Senior Engineer,7/25/2000,1/1/9999
11232,Hidefumi,Crelier,Senior Staff,8/1/2000,1/1/9999
11232,Hidefumi,Crelier,Staff,8/2/1994,8/1/2000
11233,Sanjit,Waschkowski,Engineer,12/14/1991,12/14/1998
11233,Sanjit,Waschkowski,Senior Engineer,12/14/1998,1/1/9999
11240,Kiam,Condotta,Assistant Engineer,1/6/1989,1/6/1997
11240,Kiam,Condotta,Engineer,1/6/1997,1/1/9999
11243,Udi,Desikan,Assistant Engineer,1/20/2000,1/1/9999
11249,Randi,Cyre,Assistant Engineer,9/22/1986,9/22/1994
11249,Randi,Cyre,Engineer,9/22/1994,1/1/9999
11251,Bezalel,Chinal,Senior Staff,6/15/1993,1/1/9999
11251,Bezalel,Chinal,Staff,6/15/1986,6/15/1993
11253,Koldo,Pokrovskii,Engineer,5/22/1992,5/22/2000
11253,Koldo,Pokrovskii,Senior Engineer,5/22/2000,1/1/9999
11254,Danel,Rindone,Staff,12/19/1998,1/1/9999
11258,Aris,Maccarone,Senior Staff,3/28/1998,1/1/9999
11258,Aris,Maccarone,Staff,3/28/1991,3/28/1998
11266,Florina,Rohrbach,Engineer,5/12/1997,5/12/2002
11266,Florina,Rohrbach,Senior Engineer,5/12/2002,1/1/9999
11267,Shaunak,Zaumen,Senior Engineer,4/9/1996,1/1/9999
11268,Aimee,Petersohn,Engineer,10/25/1987,10/25/1995
11268,Aimee,Petersohn,Senior Engineer,10/25/1995,1/1/9999
11274,Masanao,Nicolson,Staff,12/13/1999,1/1/9999
11275,Hitomi,Eppinger,Engineer,4/25/1989,4/25/1998
11275,Hitomi,Eppinger,Senior Engineer,4/25/1998,1/1/9999
11288,Domenico,Eastman,Senior Staff,6/3/1997,9/28/1997
11289,Chuanti,Cherinka,Engineer,2/22/1989,2/23/1996
11289,Chuanti,Cherinka,Senior Engineer,2/23/1996,1/1/9999
11290,Visit,Dredge,Engineer,5/13/1999,1/1/9999
11291,Gino,Glowinski,Senior Engineer,10/20/1985,4/15/2001
11292,Souichi,Sichman,Engineer,2/11/1989,2/12/1996
11292,Souichi,Sichman,Senior Engineer,2/12/1996,1/1/9999
11294,Tru,Segond,Assistant Engineer,6/13/1989,6/13/1994
11294,Tru,Segond,Engineer,6/13/1994,6/13/1999
11294,Tru,Segond,Senior Engineer,6/13/1999,1/1/9999
11295,Abdelkader,Lanzelotte,Senior Staff,5/15/1990,1/1/9999
11295,Abdelkader,Lanzelotte,Staff,5/15/1985,5/15/1990
11296,Hironobu,Kenevan,Engineer,9/26/1989,9/26/1994
11296,Hironobu,Kenevan,Senior Engineer,9/26/1994,1/1/9999
11297,Geraldo,Levergood,Engineer,2/16/1991,2/22/1991
11300,Lillian,Fontet,Engineer,9/10/1992,12/20/1996
11301,Mingzeng,Oxenboll,Senior Staff,5/23/1996,1/1/9999
11301,Mingzeng,Oxenboll,Staff,5/23/1989,5/23/1996
11302,Shem,Senzako,Staff,7/1/1991,1/29/1993
11315,Neven,Meriste,Staff,1/18/2000,1/17/2002
11317,Shigeaki,Hagimont,Senior Staff,9/7/2000,1/1/9999
11317,Shigeaki,Hagimont,Staff,9/8/1995,9/7/2000
11319,Pranas,Marrakchi,Assistant Engineer,11/1/1998,1/1/9999
11320,Atilio,McAlpine,Senior Staff,4/6/1998,1/1/9999
11320,Atilio,McAlpine,Staff,4/6/1990,4/6/1998
11322,Nathalie,Pocchiola,Assistant Engineer,7/7/1985,7/7/1992
11322,Nathalie,Pocchiola,Engineer,7/7/1992,7/8/1999
11322,Nathalie,Pocchiola,Senior Engineer,7/8/1999,1/1/9999
11324,Kauko,Billingsley,Senior Engineer,8/29/1985,1/1/9999
11325,Samphel,Rossi,Engineer,1/10/1999,1/1/9999
11326,Munenori,Plesums,Engineer,2/19/1990,2/19/1999
11326,Munenori,Plesums,Senior Engineer,2/19/1999,1/1/9999
11338,Kwangsub,Hanratty,Senior Staff,10/28/1998,1/1/9999
11339,Flemming,Massonet,Senior Engineer,12/19/1989,1/1/9999
11340,Aris,Bala,Engineer,9/11/1991,9/11/1998
11340,Aris,Bala,Senior Engineer,9/11/1998,1/1/9999
11343,Susanne,Erez,Engineer,2/27/1989,2/27/1995
11343,Susanne,Erez,Senior Engineer,2/27/1995,1/1/9999
11347,Anneli,Jonsson,Engineer,4/20/1986,4/19/1992
11347,Anneli,Jonsson,Senior Engineer,4/19/1992,1/1/9999
11349,Yurii,Hammerschmidt,Assistant Engineer,6/27/1992,6/28/1999
11349,Yurii,Hammerschmidt,Engineer,6/28/1999,1/1/9999
11360,Fen,Schach,Senior Staff,1/12/1997,1/1/9999
11360,Fen,Schach,Staff,1/12/1989,1/12/1997
11365,Toshimi,Shinomoto,Engineer,12/18/1997,1/1/9999
11372,Susanta,Vilarrasa,Senior Staff,5/14/1993,5/4/2000
11373,Yongmao,Keohane,Senior Staff,7/18/2000,1/1/9999
11373,Yongmao,Keohane,Staff,7/18/1992,7/18/2000
11376,Valery,Suomi,Senior Staff,3/14/1994,1/1/9999
11376,Valery,Suomi,Staff,3/14/1986,3/14/1994
11380,Kenroku,Pelc,Assistant Engineer,4/19/1991,4/18/1996
11380,Kenroku,Pelc,Engineer,4/18/1996,4/18/2001
11380,Kenroku,Pelc,Senior Engineer,4/18/2001,1/1/9999
11385,Shiv,Ullian,Engineer,8/8/1999,1/1/9999
11386,Alselm,Assaf,Engineer,11/30/1987,11/29/1993
11386,Alselm,Assaf,Senior Engineer,11/29/1993,1/1/9999
11387,Jordanka,Kalloufi,Engineer,5/11/1997,12/13/1997
11393,Junsik,Junot,Engineer,4/30/1985,4/30/1992
11393,Junsik,Junot,Senior Engineer,4/30/1992,1/1/9999
11396,Anneke,Servieres,Engineer,2/4/1997,1/1/9999
11398,Oscar,Peir,Senior Staff,9/7/2001,1/1/9999
11398,Oscar,Peir,Staff,9/7/1994,9/7/2001
11401,Huan,Merey,Staff,4/15/1995,1/1/9999
11404,Bedrich,Borovoy,Technique Leader,9/25/1990,1/1/9999
11406,Eberhardt,Gini,Senior Staff,3/13/1996,1/1/9999
11406,Eberhardt,Gini,Staff,3/13/1989,3/13/1996
11410,Gro,Vendrig,Engineer,10/25/1999,1/1/9999
11414,Eishiro,Pearson,Senior Staff,1/3/1996,10/6/1997
11414,Eishiro,Pearson,Staff,1/2/1989,1/3/1996
11415,Sanjiv,Anido,Engineer,12/7/1996,1/1/9999
11417,Anneli,Cyne,Technique Leader,12/21/1992,1/1/9999
11418,Satosi,Cooley,Senior Staff,12/30/1991,1/1/9999
11420,Tsutomu,Lalonde,Senior Staff,1/31/1992,1/1/9999
11421,Josyula,Msuda,Engineer,9/2/1986,9/2/1995
11421,Josyula,Msuda,Senior Engineer,9/2/1995,1/1/9999
11423,Guangming,Kopetz,Staff,10/13/1998,1/1/9999
11425,Renee,Crelier,Senior Engineer,8/27/1990,1/1/9999
11428,Remco,Reinhart,Engineer,7/31/1994,7/4/1998
11431,Youngkon,Picht,Senior Staff,9/16/1991,3/3/2001
11431,Youngkon,Picht,Staff,9/16/1985,9/16/1991
11441,Marlo,Aingworth,Senior Staff,3/27/1987,1/1/9999
11446,Naftali,Narahara,Engineer,4/6/1991,4/6/1999
11446,Naftali,Narahara,Senior Engineer,4/6/1999,1/1/9999
11449,Kotesh,Asser,Engineer,2/3/1995,2/3/2000
11449,Kotesh,Asser,Senior Engineer,2/3/2000,1/1/9999
11451,Eben,Rajaraman,Senior Engineer,5/20/1990,1/1/9999
11452,Shigehito,Luby,Senior Staff,8/26/2001,1/1/9999
11452,Shigehito,Luby,Staff,8/26/1993,8/26/2001
11459,Duke,Suomi,Senior Staff,5/2/1992,1/1/9999
11459,Duke,Suomi,Staff,5/3/1986,5/2/1992
11460,Mana,Maraist,Engineer,5/28/1992,5/28/2001
11460,Mana,Maraist,Senior Engineer,5/28/2001,1/1/9999
11461,Kish,Cronau,Engineer,8/19/1986,8/18/1992
11461,Kish,Cronau,Senior Engineer,8/18/1992,7/20/1997
11468,Navin,Maksimenko,Staff,3/19/1996,4/7/1997
11469,Guttorm,Giaccio,Engineer,9/8/1994,9/8/1999
11469,Guttorm,Giaccio,Senior Engineer,9/8/1999,1/1/9999
11474,Gennady,Akazan,Engineer,12/29/1993,1/1/9999
11476,Manton,Yoshizawa,Staff,1/15/1994,1/1/9999
11477,Fox,Narahari,Engineer,7/28/1996,9/12/1996
11479,Shridhar,Pleszkun,Staff,2/10/1999,1/1/9999
11501,Karsten,Ranum,Senior Staff,10/24/1999,3/20/2002
11501,Karsten,Ranum,Staff,10/24/1991,10/24/1999
11503,Nathan,Picht,Engineer,4/9/1997,4/9/2002
11503,Nathan,Picht,Senior Engineer,4/9/2002,1/1/9999
11506,Rance,Picel,Staff,4/8/1996,1/1/9999
11509,Aleksander,Feldhoffer,Engineer,11/12/1987,11/11/1992
11509,Aleksander,Feldhoffer,Senior Engineer,11/11/1992,1/1/9999
11513,Otmar,Mahnke,Senior Staff,8/25/1998,1/1/9999
11513,Otmar,Mahnke,Staff,8/25/1992,8/25/1998
11515,Ulf,Basawa,Staff,9/21/1998,1/1/9999
11518,Jinxi,Oxman,Senior Staff,9/22/1999,1/1/9999
11518,Jinxi,Oxman,Staff,9/22/1994,9/22/1999
11519,Halsur,Chinen,Senior Staff,6/12/1997,1/1/9999
11521,Eldridge,Eastman,Staff,10/17/1995,6/8/2000
11523,Yuguang,Pezzoli,Assistant Engineer,12/23/1992,12/23/1998
11523,Yuguang,Pezzoli,Engineer,12/23/1998,1/1/9999
11524,Xiadong,Standera,Senior Engineer,7/5/1996,1/1/9999
11526,Tonny,Impagliazzo,Senior Staff,2/22/1998,11/28/1998
11526,Tonny,Impagliazzo,Staff,2/23/1992,2/22/1998
11527,Alagu,Boyle,Staff,1/28/1999,1/1/9999
11528,Zito,Dolinsky,Technique Leader,6/15/1987,1/1/9999
11531,Radhika,Motley,Technique Leader,11/4/1992,1/1/9999
11533,Vitaly,Lorch,Technique Leader,8/20/1991,1/1/9999
11537,DAIDA,Pehl,Senior Staff,7/6/1986,1/1/9999
11540,Chanjung,Portugali,Engineer,7/2/1997,7/2/2002
11540,Chanjung,Portugali,Senior Engineer,7/2/2002,1/1/9999
11554,Subhash,Taubenfeld,Staff,7/15/1998,1/1/9999
11555,Kotesh,Perfilyeva,Senior Staff,10/14/1991,1/1/9999
11555,Kotesh,Perfilyeva,Staff,10/14/1986,10/14/1991
11562,Rimli,Alencar,Engineer,6/30/1988,12/13/1994
11567,Teiji,Mitzlaff,Senior Staff,2/3/1996,1/1/9999
11567,Teiji,Mitzlaff,Staff,2/3/1988,2/3/1996
11568,Martins,Fujisaki,Engineer,3/13/1992,3/13/2000
11568,Martins,Fujisaki,Senior Engineer,3/13/2000,1/1/9999
11573,Pranas,Hutton,Engineer,2/4/1990,2/4/1995
11573,Pranas,Hutton,Senior Engineer,2/4/1995,1/1/9999
11575,Godehard,Plotkin,Assistant Engineer,6/1/1994,5/31/2000
11575,Godehard,Plotkin,Engineer,5/31/2000,1/1/9999
11577,Mayumi,Deyuan,Engineer,9/23/1992,9/23/1998
11577,Mayumi,Deyuan,Senior Engineer,9/23/1998,1/1/9999
11578,Edwin,Rosti,Engineer,11/22/1985,11/22/1991
11578,Edwin,Rosti,Senior Engineer,11/22/1991,2/17/2002
11581,Patricio,Rosenbaum,Engineer,11/13/1992,11/13/2001
11581,Patricio,Rosenbaum,Senior Engineer,11/13/2001,1/1/9999
11587,Shem,Zambonelli,Senior Engineer,4/24/1989,1/1/9999
11588,Kaijung,Panangaden,Senior Staff,12/24/1994,6/12/1995
11589,Gina,Plessier,Engineer,5/6/1994,5/6/2001
11589,Gina,Plessier,Senior Engineer,5/6/2001,1/1/9999
11595,Takanari,Kamber,Senior Staff,9/8/1992,1/1/9999
11596,Yannik,Gunderson,Staff,11/23/1995,1/1/9999
11597,Yongdong,Talmon,Senior Engineer,2/1/1990,12/7/1998
11602,Somnath,Malabarba,Senior Staff,6/21/2001,1/1/9999
11602,Somnath,Malabarba,Staff,6/21/1993,6/21/2001
11603,Herb,Swen,Senior Staff,4/13/1994,1/1/9999
11603,Herb,Swen,Staff,4/13/1985,4/13/1994
11606,Perry,Pepe,Senior Staff,9/27/1999,1/1/9999
11606,Perry,Pepe,Staff,9/27/1994,9/27/1999
11607,Tomokazu,Foong,Engineer,4/19/1995,1/1/9999
11615,Shem,Isaak,Senior Staff,8/28/2000,1/1/9999
11615,Shem,Isaak,Staff,8/29/1991,8/28/2000
11616,Zhilian,Brendel,Assistant Engineer,12/30/1993,12/30/1998
11616,Zhilian,Brendel,Engineer,12/30/1998,1/1/9999
11624,Adil,Gammage,Engineer,7/15/1989,7/15/1996
11624,Adil,Gammage,Senior Engineer,7/15/1996,1/1/9999
11628,Fan,Malinowski,Engineer,10/23/1988,10/23/1997
11628,Fan,Malinowski,Senior Engineer,10/23/1997,1/1/9999
11636,Fumitaka,Shiratori,Engineer,11/16/1992,1/1/1998
11640,Valeri,Coorg,Senior Engineer,9/26/1988,1/1/9999
11641,Chikako,Rothenberg,Senior Engineer,6/18/1991,1/1/9999
11644,Sanjit,Zaiane,Assistant Engineer,8/9/1995,1/1/9999
11646,Lobel,Rubsam,Engineer,12/15/1999,1/1/9999
11647,Magy,Nitsche,Engineer,5/11/1988,5/11/1993
11647,Magy,Nitsche,Senior Engineer,5/11/1993,1/1/9999
11649,Shen,Bernardinello,Technique Leader,12/11/1992,1/1/9999
11660,Gill,Stenning,Senior Staff,11/22/1994,1/1/9999
11660,Gill,Stenning,Staff,11/22/1986,11/22/1994
11664,Oksana,Brizzi,Senior Staff,9/7/1990,1/1/9999
11667,Kristian,Marchegay,Senior Staff,9/7/1996,1/1/9999
11667,Kristian,Marchegay,Staff,9/8/1990,9/7/1996
11673,Henk,Felder,Technique Leader,6/10/1989,1/1/9999
11676,Valeri,Ferriere,Engineer,7/15/1998,1/1/9999
11681,Fumitake,Benzmuller,Engineer,8/27/1988,8/28/1995
11681,Fumitake,Benzmuller,Senior Engineer,8/28/1995,1/1/9999
11684,Oksana,Gide,Senior Staff,2/21/1995,1/1/9999
11684,Oksana,Gide,Staff,2/21/1986,2/21/1995
11686,Nadjib,Srimani,Senior Staff,4/20/2000,7/22/2000
11686,Nadjib,Srimani,Staff,4/21/1995,4/20/2000
11690,Domenick,Raczkowsky,Staff,9/23/1997,1/1/9999
11693,Hideo,Coorg,Senior Engineer,8/24/1991,1/1/9999
11696,Dante,Rothe,Senior Staff,10/23/1994,1/1/9999
11696,Dante,Rothe,Staff,10/23/1985,10/23/1994
11705,Arve,Hofmeyr,Senior Staff,10/30/1990,6/30/1994
11705,Arve,Hofmeyr,Staff,10/30/1985,10/30/1990
11708,Chenye,Angot,Staff,9/18/1992,7/28/1996
11713,Danel,Heusch,Engineer,10/4/1994,10/3/2000
11713,Danel,Heusch,Senior Engineer,10/3/2000,1/1/9999
11732,Sanjoy,Ranft,Senior Engineer,12/22/1996,1/1/9999
11733,Leszek,Sudbeck,Engineer,1/12/1992,1/11/2001
11733,Leszek,Sudbeck,Senior Engineer,1/11/2001,1/1/9999
11735,Amalendu,Picci,Senior Staff,7/14/1997,1/1/9999
11735,Amalendu,Picci,Staff,7/14/1988,7/14/1997
11736,Shugo,Uchoa,Senior Engineer,3/7/1994,1/1/9999
11737,Martina,Garnier,Assistant Engineer,7/11/1995,1/1/9999
11738,Tadahiro,Lichtman,Engineer,6/19/1986,6/18/1992
11738,Tadahiro,Lichtman,Senior Engineer,6/18/1992,6/27/1995
11746,Koichi,Marrakchi,Senior Staff,11/18/1995,1/1/9999
11746,Koichi,Marrakchi,Staff,11/17/1988,11/18/1995
11747,Aksel,Kossowski,Senior Staff,2/20/1993,1/16/1999
11747,Aksel,Kossowski,Staff,2/20/1986,2/20/1993
11748,Lihong,Massonet,Engineer,7/24/1996,1/1/9999
11751,Jiafu,Emiris,Senior Staff,11/3/1993,1/1/9999
11751,Jiafu,Emiris,Staff,11/3/1988,11/3/1993
11755,Zhenbing,Karner,Senior Staff,12/4/1996,1/8/2002
11755,Zhenbing,Karner,Staff,12/5/1990,12/4/1996
11756,Abdelwaheb,Vakili,Engineer,11/26/1999,1/1/9999
11763,Yuriy,Liesche,Engineer,4/18/1997,1/1/9999
11764,Sanjay,Anick,Engineer,12/16/1991,12/15/1996
11764,Sanjay,Anick,Senior Engineer,12/15/1996,1/1/9999
11765,Zorica,Junet,Senior Staff,7/3/2000,1/1/9999
11765,Zorica,Junet,Staff,7/4/1991,7/3/2000
11769,Chandrasekaran,Lampe,Senior Staff,10/22/2001,1/1/9999
11769,Chandrasekaran,Lampe,Staff,10/22/1993,10/22/2001
11770,Arumugam,Jakobus,Engineer,11/29/1992,11/29/2000
11770,Arumugam,Jakobus,Senior Engineer,11/29/2000,1/1/9999
11772,Gaurav,Penz,Engineer,11/7/1999,1/1/9999
11774,Aron,Wroclawski,Engineer,11/26/1998,1/1/9999
11778,Dhritiman,Fontan,Engineer,12/28/1992,12/28/1997
11778,Dhritiman,Fontan,Senior Engineer,12/28/1997,1/1/9999
11779,Shunichi,Thombley,Staff,11/21/1996,1/1/9999
11791,Gal,Mamelak,Senior Engineer,11/15/1994,1/1/9999
11797,Chenxi,Thambidurai,Senior Staff,8/30/1996,1/1/9999
11797,Chenxi,Thambidurai,Staff,8/30/1988,8/30/1996
11801,Tommaso,Dayang,Senior Staff,6/12/1997,1/1/9999
11801,Tommaso,Dayang,Staff,6/12/1992,6/12/1997
11805,Rosine,Grandbois,Assistant Engineer,9/1/1985,2/5/1991
11807,Chriss,Binding,Technique Leader,7/11/1992,1/1/9999
11810,Amabile,Bhattacharjee,Senior Engineer,1/5/1992,1/1/9999
11811,Herb,Boissier,Senior Staff,3/28/1998,1/1/9999
11811,Herb,Boissier,Staff,3/28/1992,3/28/1998
11813,Gita,Muhlberg,Staff,3/16/1987,7/20/1991
11814,Manohar,Shinomoto,Staff,6/9/1996,10/24/1998
11817,Niranjan,Markovitch,Senior Staff,4/12/1993,1/1/9999
11817,Niranjan,Markovitch,Staff,4/12/1986,4/12/1993
11821,Mary,Piazza,Senior Engineer,12/13/1995,10/26/2001
11822,Sastry,Madeira,Staff,7/7/1996,1/1/9999
11823,Weiyi,Iacovou,Senior Engineer,10/23/1995,1/1/9999
11829,Chaosheng,Pettis,Assistant Engineer,10/11/1999,1/1/9999
11832,Arto,Zlotek,Engineer,2/4/1996,1/1/9999
11836,Ortrud,Bakhtari,Senior Staff,7/28/1989,1/1/9999
11838,Taiji,Nitta,Staff,7/11/1986,5/9/1991
11841,Elvia,Bugrara,Staff,4/2/1996,1/1/9999
11842,Moto,Piazza,Senior Staff,12/11/1999,1/1/9999
11842,Moto,Piazza,Staff,12/11/1991,12/11/1999
11844,Shawna,Demeyer,Engineer,1/27/1988,1/27/1995
11844,Shawna,Demeyer,Senior Engineer,1/27/1995,1/1/9999
11846,Fai,Perly,Engineer,6/22/1994,6/22/1999
11846,Fai,Perly,Senior Engineer,6/22/1999,1/1/9999
11847,Tzvetan,Brandsma,Senior Engineer,1/13/1996,5/23/1999
11853,Zeljko,Kusakabe,Senior Staff,11/17/1996,1/1/9999
11853,Zeljko,Kusakabe,Staff,11/17/1988,11/17/1996
11857,Divier,Farrag,Senior Staff,8/27/1986,1/1/9999
11862,Alejandra,Deville,Engineer,1/20/1993,1/20/1998
11862,Alejandra,Deville,Senior Engineer,1/20/1998,1/1/9999
11864,Pradeep,Kriebel,Staff,11/2/1995,1/1/9999
11868,Kwee,Demke,Engineer,4/3/1995,1/1/9999
11869,Fumino,Luca,Engineer,8/12/1996,1/1/9999
11871,Nalini,Sommen,Engineer,10/13/1993,10/13/1998
11871,Nalini,Sommen,Senior Engineer,10/13/1998,1/1/9999
11872,Cheong,Riexinger,Senior Staff,2/12/2002,1/1/9999
11872,Cheong,Riexinger,Staff,2/12/1994,2/12/2002
11876,Leszek,Kobuchi,Engineer,6/8/1991,6/7/2000
11876,Leszek,Kobuchi,Senior Engineer,6/7/2000,1/1/9999
