emp_no,first_name,last_name,title
12270,Shakhar,Kornyak,Senior Staff
12272,Behnaam,Grandbois,Senior Staff
12273,Jaideep,Uehara,Senior Staff
12274,Garnik,Papadias,Engineer
12276,Yongmin,Lenart,Senior Engineer
12281,Hisao,Langford,Senior Engineer
12282,Tadahiro,Delgrange,Engineer
12291,Masamitsu,Koyama,Senior Staff
12298,Tetsurou,Rodham,Senior Engineer
12303,Godehard,Braccini,Senior Staff
12308,Mototsugu,Cronau,Senior Staff
12311,Susanne,Lubachevsky,Senior Engineer
12312,Chenye,Velasco,Engineer
12316,Hyuncheol,Duclos,Engineer
12317,Weiyi,Crabtree,Staff
12327,DAIDA,Bruckman,Senior Engineer
12328,Atilio,Prampolini,Staff
12335,Arnould,Genin,Senior Staff
12338,Kagan,Besselaar,Staff
12339,Pranay,Czaja,Staff
12341,Rasiah,Luga,Senior Engineer
12343,Sorina,Slaats,Senior Staff
12345,Xuedong,Mellouli,Senior Engineer
12351,Gennady,Zizka,Engineer
12355,Vidar,Hutton,Senior Engineer
12364,Neelam,Cummings,Assistant Engineer
12365,Kamakshi,Bisiani,Senior Engineer
12366,Patricio,Setlzner,Staff
12368,Gor,Dechter,Senior Staff
12373,Mooi,Driscoll,Senior Staff
12379,Kazuhisa,Serna,Technique Leader
12380,Menkae,Farrow,Staff
12381,Amalendu,Klerer,Senior Staff
12388,Arumugam,Hebert,Senior Engineer
12394,Stevo,Reeken,Engineer
12395,Sanjit,Felder,Senior Staff
12399,Mihalis,Luga,Senior Staff
12407,Jianwen,Brodie,Engineer
12411,Shao,Ibel,Senior Staff
12413,Hugh,Gadepally,Senior Engineer
12415,Uri,Sluis,Staff
12417,Dannz,Spelt,Senior Engineer
12421,Toshimi,Gulik,Senior Engineer
12422,Berhard,Demos,Senior Staff
12426,Shahaf,Valtorta,Technique Leader
12427,Zissis,Daescu,Senior Staff
12434,Xumin,Bernardinello,Engineer
12438,Yongmao,Mondadori,Senior Staff
12450,Sanjeeva,Perng,Senior Engineer
12451,Pramod,Marzano,Senior Engineer
12452,Hiroyasu,Francisci,Engineer
12454,Kerryn,Farris,Staff
12464,Shai,Milicic,Staff
12466,Cullen,Nations,Senior Staff
12468,Ioana,Baezner,Staff
12470,Khue,Hinsberger,Engineer
12475,Filipe,Roison,Senior Engineer
12478,Yahiko,Hopewell,Senior Staff
12480,Tetsushi,Schade,Staff
12482,Chandrasekaran,Rijckaert,Senior Engineer
12487,Mona,Reghbati,Senior Staff
12488,Etsuo,Gerteisen,Senior Engineer
12489,Arnould,Munck,Senior Engineer
12490,Jackson,Muchinsky,Senior Engineer
12492,Kristinn,Hammerschmidt,Senior Engineer
12493,Filipp,Menhardt,Senior Engineer
12497,Stein,Penz,Senior Staff
12499,Izaskun,Lamba,Senior Staff
12501,Morrie,Matheson,Senior Staff
12502,Danil,VanScheik,Senior Engineer
12504,Adly,Rosaz,Engineer
12505,Barton,Goldhammer,Senior Staff
12506,Gay,Rodite,Engineer
12509,Rutger,Krzyzanowski,Senior Staff
12514,Tomofumi,Melter,Engineer
12515,Pranav,Wilharm,Senior Engineer
12520,Goetz,Basart,Engineer
12522,Trygve,Zhang,Technique Leader
12523,Tonia,Casley,Senior Staff
12524,Tetsushi,Demeyer,Engineer
12528,Conor,Cincotta,Senior Staff
12534,Yongmao,Gerlach,Senior Engineer
12537,Avishai,Gonthier,Senior Staff
12540,Poornachandra,Bresenham,Senior Staff
12541,Shih,Nanard,Senior Staff
12542,Kazuhide,Bouloucos,Senior Staff
12551,Jeane,Tzvieli,Senior Engineer
12552,Mechthild,Zongker,Staff
12553,Aral,Vesna,Senior Staff
12555,Spyrose,DuCasse,Assistant Engineer
12557,Stafford,Kopetz,Senior Engineer
12558,Danco,Niizuma,Senior Engineer
12563,Honesty,Ducloy,Engineer
12564,Remco,Nitsche,Staff
12568,Marlo,Boyle,Engineer
12571,Abdelaziz,Candan,Engineer
12574,Mong,Gelosh,Engineer
12586,Oguz,Tasistro,Senior Engineer
12588,Yagil,Kenevan,Senior Engineer
12589,Anoosh,Chleq,Senior Engineer
12590,Gita,Rosenbaum,Senior Staff
12596,Breannda,Roisin,Senior Staff
12597,Kazuhito,Petereit,Senior Staff
12601,Ghassan,Simkin,Senior Engineer
12603,Utpal,Roison,Staff
12608,Nectarios,Mondadori,Senior Staff
12612,Chandrasekaran,Thimonier,Staff
12617,Shawna,Rusterholz,Senior Staff
12623,Raimond,Scharstein,Senior Staff
12626,Gill,Comyn,Senior Engineer
12630,Sreekrishna,Falco,Senior Staff
12635,Xinyu,Restivo,Senior Engineer
12636,Yuuichi,Debuse,Senior Staff
12637,Poorav,Karner,Senior Staff
12638,Yuqun,Seiwald,Engineer
12639,Zeljko,Schapire,Senior Engineer
12642,Suebskul,Gips,Senior Staff
12644,Bernt,Jayawardene,Senior Engineer
12645,Kyoichi,Decaestecker,Staff
12651,Pragnesh,Bael,Senior Staff
12656,Seshu,Morton,Senior Staff
12662,Leucio,Alvarado,Engineer
12663,Nobuyoshi,Stellhorn,Technique Leader
12664,Zhonghua,Parveen,Staff
12665,Amalendu,Lanphier,Staff
12666,Stamatina,Prenel,Engineer
12670,Seongbae,Alameldin,Engineer
12672,Mayumi,Varman,Senior Engineer
12678,Carrsten,Borovoy,Engineer
12680,Bader,Staudhammer,Staff
12687,Weicheng,Badache,Staff
12689,Luerbio,Boudaillier,Senior Engineer
12691,Oddvar,Gils,Senior Engineer
12694,Kazuhira,Luders,Engineer
12697,Uri,Brizzi,Senior Staff
12707,Gregory,Zastre,Staff
12709,Ronghao,Botman,Senior Engineer
12715,Honglan,Showalter,Staff
12717,Tzu,Jiafu,Staff
12721,Sajjan,Szilard,Engineer
12722,Elliott,Cheshire,Senior Staff
12725,Inderjeet,Flexer,Senior Staff
12726,Fumitake,Panwar,Senior Engineer
12729,Nahla,Rahier,Senior Engineer
12730,Barry,Perl,Technique Leader
12731,Yongmao,Waymire,Senior Staff
12732,Mara,Takanami,Senior Staff
12734,Gil,Frijda,Senior Engineer
12746,Heekeun,Lunn,Senior Engineer
12747,Salvador,Atrawala,Technique Leader
12748,Berry,Kakkar,Engineer
12753,Kazuhito,Syrotiuk,Senior Engineer
12754,Ronnie,Tetzlaff,Senior Engineer
12755,Rildo,Rodite,Senior Staff
12758,Hauke,Pashtan,Staff
12759,LiMin,Kuszyk,Senior Staff
12761,Hitofumi,Schaad,Senior Staff
12768,Mingdong,Stiles,Engineer
12769,Abdelwaheb,Gluchowski,Engineer
12770,Maik,Benzaken,Senior Staff
12773,Jenwei,Lovengreen,Senior Engineer
12774,Moon,Asrin,Engineer
12775,Mariangiola,Berendt,Engineer
12777,Sreenivas,Cichocki,Senior Staff
12785,Bouchung,Armand,Senior Engineer
12786,Weiyi,Schusler,Engineer
12789,Sanjai,Felcyn,Engineer
12790,Gunilla,Perl,Senior Staff
12795,Masoud,Fordan,Senior Staff
12796,Saniya,Stanfel,Senior Engineer
12798,Lillian,Beeson,Senior Staff
12799,Tiina,Businaro,Senior Staff
12803,Gad,Boissier,Senior Staff
12807,Gretta,Babb,Senior Engineer
12810,Kristof,Staelin,Technique Leader
12814,Jaques,Kohling,Technique Leader
12815,Sushant,Junot,Senior Staff
12816,Freyja,Ramras,Senior Engineer
12819,Mountaz,Gubsky,Senior Engineer
12821,Arco,Gihr,Engineer
12825,Sakthirel,Cannata,Senior Engineer
12828,Oksana,Camurati,Staff
12829,Harngdar,Harbusch,Senior Engineer
12831,Maris,Baja,Engineer
12840,Zhensheng,Ferretti,Engineer
12843,Yinlin,Heijenga,Senior Engineer
12846,Krisda,Cyne,Senior Staff
12848,Kazuhide,Smeets,Engineer
12851,Kwangyoen,Ramsay,Staff
12853,Mang,Brobst,Senior Staff
12855,Mabhin,Murrill,Senior Staff
12857,Alagu,Gils,Senior Engineer
12863,Leif,Matheson,Senior Engineer
12865,Katsuyuki,Rothe,Senior Staff
12868,Berthier,Nanard,Senior Engineer
12869,Jacopo,Swiler,Staff
12871,Shay,Zockler,Staff
12872,Marl,Schmittgen,Senior Staff
12876,Apostol,Goodrum,Engineer
12879,Baruch,Eugenio,Senior Engineer
12881,Huai,Yurek,Staff
12885,Anwar,Collavizza,Senior Engineer
12887,Hilari,DuBourdieux,Senior Engineer
12888,Martien,Erni,Senior Staff
12889,Mayumi,Mukaidono,Engineer
12890,Neven,Casley,Senior Staff
12893,Licheng,Crouzet,Senior Staff
12895,Roddy,Serot,Senior Engineer
12899,Chinho,Sethi,Senior Staff
12905,Munehiro,Gecsei,Senior Engineer
12910,Uno,Casley,Staff
12915,Arco,Ligten,Senior Staff
12922,Jacqueline,Porenta,Senior Staff
12923,Chaosheng,Journel,Senior Engineer
12926,Heekeun,Luby,Senior Staff
12934,Adil,Solares,Senior Engineer
12936,Reinhold,Farrow,Technique Leader
12937,Arup,Cincotta,Staff
12940,Odinaldo,Farrar,Senior Engineer
12941,Tommaso,Perelgut,Senior Engineer
12944,Alselm,Benzmuller,Senior Staff
12949,Geoff,Asrin,Senior Engineer
12951,Mohammad,Keirsey,Senior Staff
12960,Tayeb,Navazio,Engineer
12962,Paraskevi,Beerel,Senior Staff
12969,Mohan,Angot,Senior Staff
12972,Juyoung,Azevdeo,Staff
12974,Gift,Frolund,Senior Staff
12977,Byong,Markovitch,Senior Engineer
12981,Maren,Merro,Engineer
12982,Sachem,Aamodt,Senior Engineer
12983,Elliott,Hambrick,Staff
12984,Atilio,Krohm,Engineer
12986,Khun,Hennebert,Senior Engineer
12987,Youngkon,Kading,Senior Engineer
13000,Adhemar,Chiodo,Engineer
13002,Henk,Muhlberg,Senior Engineer
13004,Fan,Beznosov,Senior Engineer
13008,Jayesh,Zaumen,Engineer
13011,Aamer,Glowinski,Technique Leader
13012,Florina,Harbusch,Senior Engineer
13013,Heekeun,Baak,Engineer
13027,Paraskevi,Kohling,Technique Leader
13030,Yahiko,Kroll,Senior Staff
13034,Arunas,Rosen,Senior Staff
13046,Vivian,Stafford,Senior Staff
13047,Atilio,Chelton,Senior Engineer
13048,Kerhong,Massonet,Senior Engineer
13049,Fan,Naudin,Staff
13052,Aleksandar,Schlenzig,Senior Engineer
13054,Samphel,Masamoto,Senior Engineer
13062,Xinglin,Baak,Technique Leader
13065,Zine,Schiper,Senior Staff
13067,Wayne,Kornyak,Senior Engineer
13073,Utpal,Journel,Staff
13075,Rosella,Morrin,Senior Staff
13076,Deniz,Skafidas,Engineer
13084,Domenico,Pagter,Senior Staff
13086,Dzung,Domenig,Senior Staff
13087,Gor,Ranft,Senior Engineer
13093,Sajjan,Unno,Staff
13095,Khedija,Cochrane,Staff
13096,Ibibia,Armand,Senior Engineer
13103,Srinidhi,Ellozy,Senior Engineer
13108,Rance,Matteis,Senior Staff
13110,Maria,Kamble,Senior Engineer
13113,Kwun,Landherr,Staff
13124,Quingbo,Garnick,Senior Staff
13126,Parviz,Hennebert,Senior Engineer
13133,Guther,Senzako,Senior Staff
13134,Lorien,Chepyzhov,Senior Engineer
13140,Shuji,Vidal,Staff
13143,Qingxiang,Ventosa,Technique Leader
13144,Persi,Nollmann,Senior Staff
13146,Haldon,Erie,Senior Staff
13147,Shichao,Ginesta,Senior Staff
13149,Alejandro,Gill,Assistant Engineer
13150,Mahmut,Stavenow,Technique Leader
13156,Akeel,Millington,Senior Engineer
13159,Jingling,Ranst,Staff
13161,Manu,Picci,Senior Engineer
13165,Lucian,Benner,Senior Engineer
13168,Munir,Stentiford,Senior Engineer
13170,Cheong,Bernardeschi,Senior Staff
13171,Anoosh,Birnbaum,Senior Engineer
13173,Arve,Horswill,Senior Staff
13175,Yucai,Swick,Senior Engineer
13179,Moty,Janocha,Staff
13182,Kokou,Rodite,Engineer
13186,Kyoichi,Barbanera,Senior Staff
13189,Yuuichi,Bazzichi,Staff
13192,Rosita,Flowers,Technique Leader
13197,Rosita,Litzler,Staff
13200,Weidon,Pauthner,Senior Engineer
13202,Aram,Scharstein,Senior Staff
13203,Phule,Emmart,Senior Staff
13204,Mircea,Pellegrinelli,Assistant Engineer
13206,Tetsurou,Rullman,Staff
13210,Jianhua,Klassen,Senior Staff
13213,Hein,Billawala,Senior Staff
13216,Stabislas,Weedman,Staff
13221,Premsyl,Famili,Senior Staff
13227,Goncalo,Pell,Staff
13232,Mitchel,Fujisaki,Technique Leader
13233,Alselm,Chvatal,Senior Engineer
13235,Taizo,Remmers,Engineer
13238,Ebru,Foote,Senior Staff
13240,King,Pileggi,Senior Engineer
13243,Fay,Huxford,Staff
13246,Adil,Siepmann,Staff
13248,Keiichiro,Guting,Staff
13249,Oldrich,Rissland,Staff
13250,Zeydy,Schusler,Senior Engineer
13252,Morris,Kavvadias,Staff
13260,JoAnna,McDermid,Technique Leader
13261,Martial,Peternell,Staff
13263,Subhash,Zockler,Senior Staff
13272,Arun,Jiang,Senior Staff
13276,Yechiam,Seuren,Senior Staff
13282,Cordelia,Macedo,Senior Staff
13288,Muneo,Broomell,Senior Staff
13290,Stamatina,Karner,Staff
13291,Georg,Stamatiou,Senior Engineer
13294,Haldun,Stroustrup,Staff
13299,Guiseppe,Butner,Staff
13302,Mack,Alencar,Senior Engineer
13303,Koldo,Rissanen,Staff
13305,Bikash,Herath,Senior Staff
13309,Toshimori,Lipner,Senior Engineer
13312,Filipp,Schurmann,Engineer
13315,Sakthirel,Stroustrup,Senior Engineer
13320,Gino,Bahr,Senior Engineer
13321,Rasikan,Portugali,Engineer
13329,Ottavia,Rissland,Senior Staff
13332,Nidapan,Pearson,Senior Engineer
13333,Yoshinari,Hennebert,Engineer
13341,Bodh,Doering,Senior Staff
13342,Georgy,Doering,Engineer
13343,Heon,Usery,Senior Staff
13346,Francoise,Zastre,Senior Engineer
13347,Lein,Sifakis,Senior Engineer
13349,Zeydy,Danner,Senior Staff
13357,Mabry,Llado,Engineer
13359,Pragnesh,Kragelund,Senior Engineer
13361,Wilmer,Baek,Staff
13368,Kiyokazu,Klassen,Staff
13371,Nakhoon,Riexinger,Senior Engineer
13373,Juichirou,Naumovich,Senior Staff
13374,Atreye,Kalefeld,Senior Engineer
13378,Rafols,Zhiwei,Technique Leader
13379,Kinh,Engelmann,Senior Staff
13385,Claudi,Buchter,Senior Staff
13386,Khosrow,Sgarro,Technique Leader
13388,Shuji,Cesareni,Technique Leader
13389,Divine,Cmelik,Senior Staff
13390,Nathan,Hutton,Engineer
13392,Fumitake,Beidas,Senior Staff
13394,Anneke,Lorys,Senior Staff
13396,Chuanyi,Aumann,Senior Staff
13402,Augustine,Dulli,Engineer
13405,Randy,Baba,Senior Staff
13407,Gio,Chenoweth,Senior Engineer
13408,Sreekrishna,Lagarias,Senior Engineer
13412,Ranga,Erdmenger,Staff
13415,Nathalie,Speer,Technique Leader
13416,Fox,Billawala,Senior Engineer
13417,Dipayan,Condotta,Senior Staff
13422,Vishwani,Gerlach,Senior Engineer
13427,Sreekrishna,Narwekar,Staff
13436,Mana,Picaronny,Senior Staff
13439,Domenick,Ullian,Engineer
13442,Giordano,Miake,Senior Staff
13443,Mayuko,Puppo,Senior Engineer
13445,Renee,Dehkordi,Engineer
13446,Masato,Tramer,Engineer
13451,Gretta,Weiland,Senior Staff
13453,Sugwoo,Lalonde,Senior Engineer
13456,Uzi,Erol,Senior Engineer
13457,Shooichi,Parfitt,Senior Engineer
13458,Feipei,Nivat,Senior Engineer
13460,Yinghua,Gips,Senior Engineer
13463,Theron,Berstel,Senior Engineer
13465,Sasan,Rehfuss,Engineer
13467,Zhigen,Katzenelson,Senior Engineer
13472,Dzung,Larfeldt,Engineer
13475,Kamakshi,Piancastelli,Senior Staff
13479,Youjian,Besselaar,Staff
13493,Uinam,Jullig,Senior Engineer
13500,Irene,Erol,Senior Engineer
13504,Parto,Mandell,Engineer
13505,Chandrasekaran,Hambrick,Staff
13520,Takahiro,Mahnke,Senior Engineer
13521,Jaewoo,Tasistro,Engineer
13522,Jaewon,Vingron,Senior Staff
13523,Dines,Karunanithi,Staff
13524,Chaoyi,Porotnikoff,Senior Staff
13535,Arunas,Schlenzig,Senior Engineer
13539,Cedric,Bala,Senior Engineer
13540,Cordelia,Krohn,Staff
13544,Beshir,Sullins,Senior Staff
13546,Aimee,Brookner,Senior Engineer
13549,Matk,Koprowski,Technique Leader
13552,Ingmar,Capobianchi,Senior Staff
13554,Divine,Birke,Senior Staff
13560,Sibyl,Jeong,Engineer
13567,Sudhanshu,Pietracaprina,Senior Staff
13571,Eben,Passino,Senior Engineer
13575,Kazuhiko,Hettesheimer,Senior Engineer
13576,Jungsoon,Engberts,Senior Staff
13578,Tadahiko,Christianini,Technique Leader
13586,Abdelwaheb,Klassen,Senior Engineer
13591,Jinxi,Poulakidas,Assistant Engineer
13596,Georg,Marletta,Senior Engineer
13598,Subhrajyoti,Barvinok,Engineer
13600,Baocai,Babu,Staff
13605,Dmitry,Encarnacion,Senior Staff
13612,Shao,Mansanne,Engineer
13617,Prodip,Fioravanti,Engineer
13621,Fei,Haddadi,Engineer
13622,Tamiya,Juneja,Senior Staff
13624,Zhigen,Yurek,Senior Staff
13629,Dzung,Trelles,Senior Engineer
13630,Uzi,Kilgour,Engineer
13642,Inderjeet,Luit,Senior Staff
13643,Geoff,Chenney,Senior Engineer
13648,Zejun,Lamba,Technique Leader
13651,Stamatina,Plesums,Engineer
13653,Kristen,Iivonen,Senior Staff
13660,Ziya,McConalogue,Staff
13662,Tianruo,Zucker,Senior Staff
13670,Moti,Takanami,Senior Engineer
13673,Kish,Levasseur,Senior Staff
13680,Denny,Speer,Staff
13683,Zhilian,Vakili,Senior Engineer
13684,Elvia,Christ,Senior Staff
13685,Weicheng,Hockney,Senior Engineer
13693,Godehard,Merkl,Engineer
13697,Shuichi,Weedon,Technique Leader
13698,Domenico,Mitchem,Engineer
13704,Vishu,Kumaresan,Senior Engineer
13708,Taizo,Bolsens,Senior Engineer
13713,Nitsan,Porenta,Senior Staff
13719,Hugh,Porotnikoff,Senior Engineer
13721,Sugwoo,Delgrossi,Senior Staff
13727,Vitali,Merey,Staff
13730,Munehiro,Kalorkoti,Senior Staff
13738,Bangqing,Mitchem,Engineer
13744,Hisao,Quittner,Senior Engineer
13745,Ung,Camurati,Senior Engineer
13747,Masaru,Capobianchi,Senior Staff
13758,Subhrajyoti,Sidou,Senior Staff
13762,Fumino,Choobineh,Senior Staff
13766,Tremaine,Heemskerk,Senior Staff
13768,Sedat,Lovengreen,Staff
13769,Yakichi,Trogemann,Senior Staff
13772,Khalil,Klyachko,Engineer
13775,Arve,Maierhofer,Senior Staff
13776,Marjo,Brookner,Senior Staff
13786,Takushi,Berendt,Senior Staff
13787,Xiaobin,Sinicrope,Senior Engineer
13788,Takahira,Furedi,Assistant Engineer
13792,Valery,Sury,Senior Staff
13795,Mayuri,Gewali,Technique Leader
13796,Paloma,Thorelli,Engineer
13797,Juyoung,Leonhardt,Senior Staff
13798,Khosrow,Tischendorf,Senior Engineer
13799,Chriss,Backhouse,Technique Leader
13800,Nikolaus,Gammage,Technique Leader
13801,Shih,Mayerwieser,Staff
13807,Lenore,Itzigehl,Staff
13809,Kiyotoshi,Basagni,Senior Staff
13811,Kien,Azadmanesh,Senior Engineer
13815,Guadalupe,Plotkin,Senior Engineer
13825,Arlette,Pell,Technique Leader
13831,Yinghua,Rikino,Technique Leader
13832,Hidefumi,Siepmann,Staff
13838,Giao,Stellhorn,Senior Staff
13840,Remco,Demke,Engineer
13841,Christophe,Spinelli,Technique Leader
13842,Juichirou,Cichocki,Senior Staff
13846,Guiseppe,Welham,Senior Staff
13847,Dhritiman,Gulik,Technique Leader
13853,Mingsen,Roohalamini,Senior Staff
13856,Xiping,Conta,Senior Staff
13857,Mostafa,Ferriere,Senior Engineer
13859,Anoosh,Fujisawa,Senior Engineer
13861,Parke,Serna,Engineer
13863,Reinhard,Baig,Senior Staff
13870,Theirry,Kirkerud,Engineer
13875,Genta,Manders,Senior Engineer
13883,Kwangyoen,Barreiro,Senior Engineer
13884,Kensei,Swift,Engineer
13888,Xuedong,Reghbati,Engineer
13894,Ult,Schonegge,Engineer
13897,JoAnna,Hardjono,Senior Engineer
13899,Mostafa,Crouzet,Engineer
13902,Greger,Kilgore,Staff
13904,Youngkon,Cairo,Senior Engineer
13909,Szabolcs,Leslie,Staff
13911,Fen,Jansen,Staff
13913,Xinan,Yoshizawa,Technique Leader
13914,Serge,Albarhamtoshy,Senior Staff
13916,Vidya,Wynblatt,Senior Staff
13919,Brewster,Sinicrope,Engineer
13922,Jinpo,Langford,Senior Staff
13924,Mary,DasSarma,Senior Engineer
13928,Mahmut,Nitta,Senior Staff
13930,Sukumar,Chartres,Senior Staff
13934,Shiv,Bratsberg,Senior Engineer
13936,Tsz,Hambrick,Staff
13942,Elzbieta,Esteva,Technique Leader
13943,Maya,Plump,Senior Staff
13944,Takahito,Maierhofer,Senior Engineer
13946,Atilio,Sgarro,Senior Engineer
13948,Xiaocheng,Hanratty,Staff
13951,Mooi,Genther,Senior Staff
13960,Nechama,Hettesheimer,Senior Staff
13962,Maris,Ghelli,Senior Engineer
13966,Boguslaw,Cooman,Senior Staff
13969,Jianwen,Chandrasekhar,Technique Leader
13972,Seongbin,Walston,Technique Leader
13979,Turgut,Highland,Senior Engineer
13986,Geraldo,Ramsey,Staff
13987,Huican,Fujisaki,Technique Leader
13990,Deborah,Schapiro,Engineer
13992,Ulises,Kenevan,Senior Staff
13993,Troy,Marciano,Senior Staff
13994,Tesuro,Remmele,Staff
13996,Adib,Pews,Staff
13999,Florian,Crouzet,Senior Staff
14001,Mohammad,Wynblatt,Senior Staff
14005,Vojin,Stellhorn,Technique Leader
14011,Katsuo,Peris,Engineer
14012,Yishai,Hanratty,Senior Engineer
14015,Manibrata,Picaronny,Senior Engineer
14024,Naftali,Lukaszewicz,Senior Engineer
14030,Guadalupe,Hiroyama,Technique Leader
14031,Joydip,Bashian,Engineer
14034,Aloys,Seghrouchni,Senior Staff
14038,Tokuyasu,Plesums,Senior Engineer
14039,Ugo,Butterworth,Assistant Engineer
14041,Shan,DeMori,Senior Staff
14045,Ymte,Alpin,Staff
14049,Becky,Pelz,Senior Engineer
14051,Constantijn,Sullins,Senior Engineer
14058,Huai,Kobara,Senior Engineer
14066,Gennadi,Marrakchi,Staff
14067,Godehard,Trachtenberg,Senior Engineer
14074,Toshimori,Wendorf,Engineer
14076,Erzsebet,Bratsberg,Engineer
14077,Wojceich,Standera,Engineer
14084,Deniz,Halloran,Engineer
14086,Willard,Syrotiuk,Senior Staff
14088,Mori,Leslie,Senior Staff
14093,Atreye,Ritzmann,Technique Leader
14102,Feixiong,Jording,Engineer
14105,Ramachenga,Orlowski,Staff
14107,Xiahua,Rindone,Senior Staff
14109,Vesna,Haldar,Senior Engineer
14111,Leszek,Cummings,Senior Staff
14112,Younwoo,McDermid,Staff
14113,Along,Herber,Engineer
14118,Kasturi,Anido,Senior Staff
14122,Masato,Erde,Senior Staff
14128,Mountaz,Munck,Senior Engineer
14130,Yuuichi,Stroustrup,Staff
14139,Sachin,Conry,Engineer
14140,Kiam,Ramamoorthy,Senior Staff
14146,Hauke,Sidou,Engineer
14147,Sasan,Rande,Engineer
14148,Jungsoon,Hartvigsen,Senior Engineer
14150,Yuqun,Akiyama,Senior Staff
14159,Theron,Marrakchi,Engineer
14165,Aloke,Cunliffe,Senior Staff
14167,Adas,Hertweck,Senior Engineer
14168,Jiann,Denis,Technique Leader
14172,Vasilis,Nitsch,Senior Staff
14182,Abdulla,Encarnacion,Senior Staff
14191,Jiann,Luby,Senior Engineer
14197,Adin,Chachaty,Senior Staff
14199,Tomoyuki,Peek,Senior Engineer
14200,Masali,Sankaranarayanan,Senior Staff
14209,Masanao,Kusakabe,Senior Staff
14214,TRUE,Swen,Assistant Engineer
14217,Nimmagadda,Calkin,Senior Staff
14220,Tomofumi,Pargas,Senior Engineer
14224,Guther,Conta,Staff
14232,Masali,Bojadziev,Senior Engineer
14233,Zijian,Blokdijk,Senior Staff
14234,Alair,Servi,Staff
14236,Xuedong,Angiulli,Senior Staff
14237,Abdulla,Gerlach,Senior Engineer
14241,Zhonghui,Ranze,Senior Staff
14242,Sudhanshu,Benaini,Senior Staff
14244,Mahmut,Mullainathan,Senior Engineer
14245,Boalin,Byoun,Senior Engineer
14246,Subhada,Piazza,Senior Engineer
14248,Mark,Alblas,Senior Engineer
14251,Ingemar,Werthner,Senior Staff
14252,Weiyi,Fargier,Staff
14253,Mart,Mattern,Senior Staff
14254,Chikara,Narahara,Engineer
